"movies","start_year","end_year","genre_1","genre_2","genre_3","rating","director_1","director_2","star_1","star_2","star_3","star_4","votes","run_time","gross"
"trailer park boys: the animated series",2019,2020,"Animation","Comedy",NA,8.6,"Norm Hiscock","
Gary Howsam","John Paul Tremblay","Robb Wells"," Mike Smith","John Dunsworth",84,25,NA
"trailer park boys: the animated series",2019,2020,"Animation","Comedy",NA,8.1,"Norm Hiscock","
Gary Howsam","John Paul Tremblay","Robb Wells"," Mike Smith","Patrick Roach",70,25,NA
"trailer park boys: the animated series",2019,2020,"Animation","Comedy",NA,8.5,"Norm Hiscock","
Gary Howsam","John Paul Tremblay","Robb Wells"," Mike Smith","John Dunsworth",76,24,NA
"trailer park boys: the animated series",2019,2020,"Animation","Comedy",NA,8.7,"Norm Hiscock","
Gary Howsam","John Paul Tremblay","Robb Wells"," Mike Smith","Cory Bowles",76,23,NA
"trailer park boys: the animated series",2019,2020,"Animation","Comedy",NA,8.5,"Norm Hiscock","
Gary Howsam","John Paul Tremblay","Robb Wells"," Mike Smith","Cory Bowles",73,26,NA
"rebecka martinsson",2017,NA,"Crime","Drama","Mystery",6.5,"Fredrik Edfeldt",NA,"Sascha Zacharias","Eva Melander"," Thomas Oredsson","Jakob Öhrman",82,45,NA
"rebecka martinsson",2017,NA,"Crime","Drama","Mystery",6.5,"Fredrik Edfeldt",NA,"Sascha Zacharias","Eva Melander"," Thomas Oredsson","Jakob Öhrman",76,45,NA
"rebecka martinsson",2017,NA,"Crime","Drama","Mystery",6.8,"Fredrik Edfeldt",NA,"Sascha Zacharias","Eva Melander"," Thomas Oredsson","Jakob Öhrman",69,45,NA
"rebecka martinsson",2017,NA,"Crime","Drama","Mystery",6.7,"Fredrik Edfeldt","
Andrea Östlund
","Sascha Zacharias","Eva Melander"," Thomas Oredsson","Jakob Öhrman",66,45,NA
"rebecka martinsson",2017,NA,"Crime","Drama","Mystery",6.8,"Fredrik Edfeldt","
Andrea Östlund
","Sascha Zacharias","Eva Melander"," Thomas Oredsson","Jakob Öhrman",65,45,NA
"rebecka martinsson",2017,NA,"Crime","Drama","Mystery",6.7,"Fredrik Edfeldt",NA,"Sascha Zacharias","Eva Melander"," Thomas Oredsson","Jakob Öhrman",75,45,NA
"rebecka martinsson",2017,NA,"Crime","Drama","Mystery",6.9,"Fredrik Edfeldt",NA,"Sascha Zacharias","Eva Melander"," Thomas Oredsson","Jakob Öhrman",70,45,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,9,NA,NA,"Stockard Channing","Maybelline The Meerkat",NA,NA,5,23,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,NA,NA,NA,"Star: Stockard Channing",NA,NA,NA,NA,22,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,9.2,NA,NA,"Star: Stockard Channing",NA,NA,NA,5,22,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,9.6,NA,NA,"Star: Stockard Channing",NA,NA,NA,7,22,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,8.4,NA,NA,"Star: Stockard Channing",NA,NA,NA,8,22,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,NA,NA,NA,"Stockard Channing","Maybelline The Meerkat",NA,NA,NA,22,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,9.4,NA,NA,"Star: Stockard Channing",NA,NA,NA,5,23,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,NA,NA,NA,"Star: Stockard Channing",NA,NA,NA,NA,23,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,8.2,NA,NA,"Star: Stockard Channing",NA,NA,NA,5,23,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,NA,NA,NA,"Star: Stockard Channing",NA,NA,NA,NA,23,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,NA,NA,NA,"Stockard Channing","Maybelline The Meerkat",NA,NA,NA,22,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,9.2,NA,NA,"Star: Stockard Channing",NA,NA,NA,5,23,NA
"meerkat manor",2005,2008,"Documentary",NA,NA,NA,NA,NA,"Stockard Channing","Maybelline The Meerkat",NA,NA,NA,22,NA
"floor is lava",2020,NA,"Game-Show","Reality-TV",NA,6.1,"Brian Smith",NA,"Star: Rutledge Wood",NA,NA,NA,148,37,NA
"dexter",2006,2013,"Crime","Drama","Mystery",8.3,"Keith Gordon",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","C.S. Lee",4061,58,NA
"dexter",2006,2013,"Crime","Drama","Mystery",9,"John Dahl",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","C.S. Lee",3906,50,NA
"dexter",2006,2013,"Crime","Drama","Mystery",8.9,"Marcos Siega",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","C.S. Lee",3745,51,NA
"dexter",2006,2013,"Crime","Drama","Mystery",8.9,"Keith Gordon",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","C.S. Lee",4031,51,NA
"dexter",2006,2013,"Crime","Drama","Mystery",8.4,"Marcos Siega",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","C.S. Lee",3807,49,NA
"dexter",2006,2013,"Crime","Drama","Mystery",8.2,"John Dahl",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","C.S. Lee",3685,49,NA
"dexter",2006,2013,"Crime","Drama","Mystery",8.1,"Keith Gordon",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","C.S. Lee",3651,54,NA
"dexter",2006,2013,"Crime","Drama","Mystery",8.5,"Marcos Siega",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","C.S. Lee",3619,49,NA
"dexter",2006,2013,"Crime","Drama","Mystery",8.2,"Ernest R. Dickerson",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","C.S. Lee",3578,54,NA
"dexter",2006,2013,"Crime","Drama","Mystery",8.5,"Steve Shill",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","C.S. Lee",3688,58,NA
"dexter",2006,2013,"Crime","Drama","Mystery",8.6,"Marcos Siega",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","C.S. Lee",3614,54,NA
"dexter",2006,2013,"Crime","Drama","Mystery",8.8,"Tim Hunter",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","C.S. Lee",3692,51,NA
"baki",2018,2020,"Animation","Action","Drama",7.2,"Toshiki Hirano",NA,"Troy Baker","Ogie Banks"," Xander Mobus","Chris Hackney",70,24,NA
"baki",2018,2020,"Animation","Action","Drama",7.3,"Toshiki Hirano",NA,"Troy Baker","Ogie Banks"," Xander Mobus","Chris Hackney",66,23,NA
"baki",2018,2020,"Animation","Action","Drama",7,"Toshiki Hirano",NA,"Troy Baker","Chris Hackney"," Kaiji Tang","Kirk Thornton",64,24,NA
"baki",2018,2020,"Animation","Action","Drama",7.1,"Toshiki Hirano",NA,"Troy Baker","Ogie Banks"," Xander Mobus","Chris Hackney",66,24,NA
"baki",2018,2020,"Animation","Action","Drama",7.4,"Toshiki Hirano",NA,"Troy Baker","Ogie Banks"," Chris Hackney","Darin De Paul",70,24,NA
"baki",2018,2020,"Animation","Action","Drama",7.3,"Toshiki Hirano",NA,"Troy Baker","Ogie Banks"," Chris Hackney","Greg Chun",65,24,NA
"baki",2018,2020,"Animation","Action","Drama",7.8,"Toshiki Hirano",NA,"Troy Baker","Ogie Banks"," Chris Hackney","Kaiji Tang",70,24,NA
"baki",2018,2020,"Animation","Action","Drama",8,"Toshiki Hirano",NA,"Troy Baker","Ogie Banks"," Chris Hackney","Darin De Paul",75,24,NA
"baki",2018,2020,"Animation","Action","Drama",7,"Toshiki Hirano",NA,"Troy Baker","Ogie Banks"," Kyle McCarley","James Mathis III",62,24,NA
"baki",2018,2020,"Animation","Action","Drama",7.2,"Toshiki Hirano",NA,"Ogie Banks","Christopher Swindle"," Kyle McCarley","James Mathis III",64,24,NA
"baki",2018,2020,"Animation","Action","Drama",6.6,"Toshiki Hirano",NA,"Ogie Banks","Xander Mobus"," Kirk Thornton","Michael Sorich",65,24,NA
"baki",2018,2020,"Animation","Action","Drama",7.1,"Toshiki Hirano",NA,"Troy Baker","Ogie Banks"," Chris Hackney","Greg Chun",64,24,NA
"baki",2018,2020,"Animation","Action","Drama",7.2,"Toshiki Hirano",NA,"Xander Mobus","Chris Hackney"," Greg Chun","Darin De Paul",63,24,NA
"queer eye",2018,NA,"Reality-TV",NA,NA,8.4,NA,NA,"",NA,NA,NA,148,NA,NA
"queer eye",2018,NA,"Reality-TV",NA,NA,8.7,NA,NA,"",NA,NA,NA,137,NA,NA
"queer eye",2018,NA,"Reality-TV",NA,NA,8.6,NA,NA,"",NA,NA,NA,140,NA,NA
"queer eye",2018,NA,"Reality-TV",NA,NA,6.8,NA,NA,"",NA,NA,NA,177,NA,NA
"queer eye",2018,NA,"Reality-TV",NA,NA,7.3,NA,NA,"",NA,NA,NA,129,NA,NA
"queer eye",2018,NA,"Reality-TV",NA,NA,8.5,NA,NA,"",NA,NA,NA,123,NA,NA
"queer eye",2018,NA,"Reality-TV",NA,NA,8.1,NA,NA,"",NA,NA,NA,114,NA,NA
"queer eye",2018,NA,"Reality-TV",NA,NA,8.5,NA,NA,"",NA,NA,NA,115,NA,NA
"queer eye",2018,NA,"Reality-TV",NA,NA,8.1,NA,NA,"",NA,NA,NA,95,NA,NA
"move to heaven",2021,NA,"Drama",NA,NA,8.8,NA,NA,"Lee Jehoon","Olivia Castanho"," Tang Joon-sang","Jin-hee Ji",116,NA,NA
"jaguar",NA,NA,"Drama","History",NA,NA,"Jacobo Martínez","
Carlos Sedes
","Blanca Suárez","Iván Marcos"," Francesc Garrido","Adrián Lastra",NA,NA,NA
"lupin",2021,NA,"Action","Crime","Drama",7.7,"Marcela Said",NA,"Omar Sy","Ludivine Sagnier"," Clotilde Hesme","Hervé Pierre",2358,43,NA
"valeria",2020,NA,"Comedy","Drama","Romance",NA,"Inma Torrente",NA,"Maxi Iglesias","Diana Gómez"," Silma López","Paula Malia",NA,NA,NA
"kipo and the age of wonderbeasts",2020,NA,"Animation","Action","Adventure",7.9,"Chase Conley",NA,"Karen Fukuhara","Sydney Mikayla"," Deon Cole","Coy Stewart",114,NA,NA
"kipo and the age of wonderbeasts",2020,NA,"Animation","Action","Adventure",8,"Bridget Underwood",NA,"Karen Fukuhara","Sydney Mikayla"," Deon Cole","Coy Stewart",114,NA,NA
"kipo and the age of wonderbeasts",2020,NA,"Animation","Action","Adventure",8.1,"Matt Ahrens",NA,"Karen Fukuhara","Sydney Mikayla"," Deon Cole","Coy Stewart",110,NA,NA
"kipo and the age of wonderbeasts",2020,NA,"Animation","Action","Adventure",8.2,"Young Ki Yoon","
Chase Conley
","Karen Fukuhara","Sydney Mikayla"," Deon Cole","Coy Stewart",109,NA,NA
"kipo and the age of wonderbeasts",2020,NA,"Animation","Action","Adventure",8.2,"Young Ki Yoon","
Bridget Underwood
","Karen Fukuhara","Sydney Mikayla"," Deon Cole","Coy Stewart",99,NA,NA
"kipo and the age of wonderbeasts",2020,NA,"Animation","Action","Adventure",8.7,"Young Ki Yoon","
Matt Ahrens
","Karen Fukuhara","Sydney Mikayla"," Deon Cole","Coy Stewart",105,NA,NA
"kipo and the age of wonderbeasts",2020,NA,"Animation","Action","Adventure",8.2,"Young Ki Yoon","
Michael Chang
","Karen Fukuhara","Sydney Mikayla"," Deon Cole","Coy Stewart",103,NA,NA
"kipo and the age of wonderbeasts",2020,NA,"Animation","Action","Adventure",9.1,"Young Ki Yoon","
Bridget Underwood
","Karen Fukuhara","Sydney Mikayla"," Deon Cole","Coy Stewart",129,NA,NA
"kipo and the age of wonderbeasts",2020,NA,"Animation","Action","Adventure",8.6,"Young Ki Yoon","
Matt Ahrens
","Karen Fukuhara","Sydney Mikayla"," Deon Cole","Coy Stewart",107,NA,NA
"kipo and the age of wonderbeasts",2020,NA,"Animation","Action","Adventure",8.9,"Young Ki Yoon","
Michael Chang
","Karen Fukuhara","Sydney Mikayla"," Deon Cole","Coy Stewart",124,NA,NA
"the woods",2020,NA,"Crime","Drama","Mystery",6.8,"Leszek Dawid",NA,"Grzegorz Damiecki","Agnieszka Grochowska"," Hubert Milkowski","Wiktoria Filus",160,NA,NA
"the woods",2020,NA,"Crime","Drama","Mystery",6.8,"Leszek Dawid",NA,"Grzegorz Damiecki","Agnieszka Grochowska"," Hubert Milkowski","Wiktoria Filus",150,NA,NA
"selena: the series",2020,2021,"Biography","Drama","Music",7.6,"Katina Medina Mora",NA,"Christian Serratos","Gabriel Chavarria"," Ricardo Chavira","Noemi Gonzalez",128,32,NA
"the woods",2020,NA,"Crime","Drama","Mystery",7,"Bartosz Konopka",NA,"Grzegorz Damiecki","Agnieszka Grochowska"," Hubert Milkowski","Wiktoria Filus",143,NA,NA
"the woods",2020,NA,"Crime","Drama","Mystery",7.1,"Bartosz Konopka",NA,"Grzegorz Damiecki","Agnieszka Grochowska"," Hubert Milkowski","Wiktoria Filus",145,NA,NA
"the woods",2020,NA,"Crime","Drama","Mystery",6.9,"Bartosz Konopka",NA,"Grzegorz Damiecki","Agnieszka Grochowska"," Hubert Milkowski","Wiktoria Filus",151,NA,NA
"mr. iglesias",2019,2020,"Comedy",NA,NA,7.4,"Bob Koherr",NA,"Gabriel Iglesias","Sherri Shepherd"," Jacob Vargas","Maggie Geha",94,28,NA
"mr. iglesias",2019,2020,"Comedy",NA,NA,7.4,"Betsy Thomas",NA,"Gabriel Iglesias","Sherri Shepherd"," Jacob Vargas","Maggie Geha",92,29,NA
"mr. iglesias",2019,2020,"Comedy",NA,NA,7.5,"Jonathan Judge",NA,"Gabriel Iglesias","Sherri Shepherd"," Jacob Vargas","Maggie Geha",90,26,NA
"mr. iglesias",2019,2020,"Comedy",NA,NA,6.5,"Jonathan Judge",NA,"Gabriel Iglesias","Sherri Shepherd"," Jacob Vargas","Maggie Geha",126,28,NA
"mr. iglesias",2019,2020,"Comedy",NA,NA,8.1,"Victor Gonzalez",NA,"Gabriel Iglesias","Sherri Shepherd"," Jacob Vargas","Maggie Geha",94,29,NA
"dark desire",2020,NA,"Drama","Mystery","Thriller",6.8,"Kenya Marquez","
Pitipol Ybarra
","Maite Perroni","Erik Hayser"," Alejandro Speitzer","Jorge Poza",167,NA,NA
"floor is lava",2020,NA,"Game-Show","Reality-TV",NA,6.7,"Brian Smith",NA,"Star: Rutledge Wood",NA,NA,NA,101,34,NA
"floor is lava",2020,NA,"Game-Show","Reality-TV",NA,6.6,"Brian Smith",NA,"Jerrold Smith II","Rutledge Wood",NA,NA,94,31,NA
"floor is lava",2020,NA,"Game-Show","Reality-TV",NA,6.6,"Brian Smith",NA,"Star: Rutledge Wood",NA,NA,NA,83,31,NA
"floor is lava",2020,NA,"Game-Show","Reality-TV",NA,6.3,"Brian Smith",NA,"Star: Rutledge Wood",NA,NA,NA,77,34,NA
"floor is lava",2020,NA,"Game-Show","Reality-TV",NA,6.4,"Brian Smith",NA,"Todd Leykamp","Rutledge Wood",NA,NA,71,25,NA
"floor is lava",2020,NA,"Game-Show","Reality-TV",NA,6.4,"Brian Smith",NA,"Star: Rutledge Wood",NA,NA,NA,63,26,NA
"floor is lava",2020,NA,"Game-Show","Reality-TV",NA,6.9,"Brian Smith",NA,"Star: Rutledge Wood",NA,NA,NA,60,27,NA
"floor is lava",2020,NA,"Game-Show","Reality-TV",NA,6.7,"Brian Smith",NA,"Janine Hogan","Alyssa Sabo"," Rutledge Wood",NA,59,27,NA
"floor is lava",2020,NA,"Game-Show","Reality-TV",NA,7.1,"Brian Smith",NA,"Star: Rutledge Wood",NA,NA,NA,57,29,NA
"dark",2017,2020,"Crime","Drama","Mystery",8.9,"Baran bo Odar",NA,"Louis Hofmann","Lisa Vicari"," Andreas Pietschmann","Moritz Jahn",10984,60,NA
"dark",2017,2020,"Crime","Drama","Mystery",8.9,"Baran bo Odar",NA,"Axel Werner","Jakob Diehl"," Louis Hofmann","Barbara Nüsse",10755,57,NA
"dark",2017,2020,"Crime","Drama","Mystery",9.1,"Baran bo Odar",NA,"Joshio Marlon","Hans Diehl"," Jakob Diehl","Claude Heinrich",10922,64,NA
"dark",2017,2020,"Crime","Drama","Mystery",9.4,"Baran bo Odar",NA,"Julika Jenkins","Carlotta von Falkenhayn"," Stephan Kampwirth","Jördis Triebel",11905,64,NA
"dark",2017,2020,"Crime","Drama","Mystery",9.3,"Baran bo Odar",NA,"Lisa Vicari","Louis Hofmann"," Andreas Pietschmann","Nina Kronjäger",11525,59,NA
"dark",2017,2020,"Crime","Drama","Mystery",9.6,"Baran bo Odar",NA,"Arnd Klawitter","Lisa Vicari"," Louis Hofmann","Paul Lux",15128,69,NA
"dark",2017,2020,"Crime","Drama","Mystery",9.7,"Baran bo Odar",NA,"Sebastian Rudolph","Louis Hofmann"," Dietrich Hollinderbäumer","Lisa Kreuzer",20230,73,NA
"colin in black & white",2021,NA,"Biography","Drama","Sport",NA,NA,NA,"Mary-Louise Parker","Nick Offerman"," Ron Roggé","Jaden Michael",NA,NA,NA
"colin in black & white",2021,NA,"Biography","Drama","Sport",NA,NA,NA,"Mace Coronel","Jacob Buster"," Ron Roggé","Jaden Michael",NA,NA,NA
"colin in black & white",2021,NA,"Biography","Drama","Sport",NA,NA,NA,"Mace Coronel","Jaden Michael"," Chris O'Neal","Morgan Peter Brown",NA,NA,NA
"colin in black & white",2021,NA,"Biography","Drama","Sport",NA,NA,NA,"Mace Coronel","Jacob Buster"," Jaden Michael","Amarr M. Wooten",NA,NA,NA
"colin in black & white",2021,NA,"Biography","Drama","Sport",NA,NA,NA,"Mace Coronel","Olivia Sanabia"," Jaden Michael","Amarr M. Wooten",NA,NA,NA
"colin in black & white",2021,NA,"Biography","Drama","Sport",NA,NA,NA,"Anna McKitrick","Jaden Michael"," Amarr M. Wooten","Lauren Elyse Buckley",NA,NA,NA
"hit and run",2021,NA,"Action","Crime","Drama",NA,"Neasa Hardiman",NA,"Sanaa Lathan","Gregg Henry"," Lior Raz","Kaelen Ohm",NA,NA,NA
"family business",2019,NA,"Comedy",NA,NA,7.6,"Igor Gotesman",NA,"Jonathan Cohen","Gérard Darmon"," Julia Piaton","Liliane Rovère",57,NA,NA
"never have i ever",2020,NA,"Comedy",NA,NA,7.8,"Kabir Akhtar",NA,"Maitreyi Ramakrishnan","Richa Moorjani"," Jaren Lewison","Darren Barnet",450,NA,NA
"snabba cash",2021,NA,"Action","Crime","Drama",7.3,"Jesper Ganslandt",NA,"Evin Ahmad","Alexander Abdallah"," Ayaan Ahmed","Ali Alarik",156,51,NA
"ju-on: origins",2020,NA,"Drama","Horror","Mystery",6.7,"Shô Miyake",NA,"Yoshiyoshi Arakawa","Yuina Kuroshima"," Ririka","Koki Osamura",314,30,NA
"ju-on: origins",2020,NA,"Drama","Horror","Mystery",6.5,"Shô Miyake",NA,"Yoshiyoshi Arakawa","Yuina Kuroshima"," Ririka","Koki Osamura",290,29,NA
"ju-on: origins",2020,NA,"Drama","Horror","Mystery",7.4,"Shô Miyake",NA,"Yoshiyoshi Arakawa","Yuina Kuroshima"," Koki Osamura","Ryushin Tei",292,27,NA
"ju-on: origins",2020,NA,"Drama","Horror","Mystery",6.9,"Shô Miyake",NA,"Yoshiyoshi Arakawa","Yuina Kuroshima"," Ririka","Koki Osamura",266,31,NA
"ju-on: origins",2020,NA,"Drama","Horror","Mystery",6.4,"Shô Miyake",NA,"Yoshiyoshi Arakawa","Yuina Kuroshima"," Ryushin Tei","Yûya Matsuura",265,26,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",4.7,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",16,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",4.3,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",16,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",4.8,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",16,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",5.4,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",21,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",4.1,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",16,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",4.2,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",14,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",4.7,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",15,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",5.2,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",16,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",4.8,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",14,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",4.3,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",13,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",4.7,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",14,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",4.8,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",14,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",5.8,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",16,NA,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",4.5,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",14,NA,NA
"cyberpunk: edgerunners",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"cyberpunk: edgerunners",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"cyberpunk: edgerunners",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"cyberpunk: edgerunners",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"cyberpunk: edgerunners",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"cyberpunk: edgerunners",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"cyberpunk: edgerunners",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"cyberpunk: edgerunners",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"cyberpunk: edgerunners",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"cyberpunk: edgerunners",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"lupin",2021,NA,"Action","Crime","Drama",7.2,"Ludovic Bernard",NA,"Omar Sy","Ludivine Sagnier"," Hervé Pierre","Soufiane Guerrab",1409,43,NA
"lupin",2021,NA,"Action","Crime","Drama",7.3,"Ludovic Bernard",NA,"Omar Sy","Ludivine Sagnier"," Clotilde Hesme","Hervé Pierre",1166,44,NA
"the last kingdom",2015,NA,"Action","Drama","History",NA,NA,NA,"Star: Ewan Horrocks",NA,NA,NA,NA,NA,NA
"hit and run",2021,NA,"Action","Crime","Drama",NA,"Mike Barker",NA,"Sanaa Lathan","Gregg Henry"," Lior Raz","Philip Casnoff",NA,NA,NA
"the protector",2018,2020,"Action","Fantasy","Sci-Fi",6.7,"Umut Aral",NA,"Çagatay Ulusoy","Okan Yalabik"," Hazar Ergüçlü","Funda Eryigit",165,NA,NA
"the protector",2018,2020,"Action","Fantasy","Sci-Fi",7,"Umut Aral",NA,"Çagatay Ulusoy","Okan Yalabik"," Hazar Ergüçlü","Funda Eryigit",163,NA,NA
"the protector",2018,2020,"Action","Fantasy","Sci-Fi",7.3,"Burcu Alptekin",NA,"Çagatay Ulusoy","Okan Yalabik"," Hazar Ergüçlü","Funda Eryigit",167,NA,NA
"the protector",2018,2020,"Action","Fantasy","Sci-Fi",7.2,"Burcu Alptekin",NA,"Çagatay Ulusoy","Okan Yalabik"," Hazar Ergüçlü","Funda Eryigit",163,NA,NA
"the protector",2018,2020,"Action","Fantasy","Sci-Fi",7.5,"Gökhan Tiryaki",NA,"Çagatay Ulusoy","Okan Yalabik"," Hazar Ergüçlü","Funda Eryigit",169,NA,NA
"the protector",2018,2020,"Action","Fantasy","Sci-Fi",6.6,"Gökhan Tiryaki",NA,"Çagatay Ulusoy","Okan Yalabik"," Hazar Ergüçlü","Mehmet Yilmaz Ak",196,NA,NA
