"movies","start_year","end_year","genre_1","genre_2","genre_3","rating","director_1","director_2","star_1","star_2","star_3","star_4","votes","run_time","gross"
"vampires",2020,NA,"Drama","Fantasy","Horror",6.7,"Vladimir de Fontenay",NA,"Oulaya Amamra","Suzanne Clément"," Kate Moran","Mounir Amamra",52,38,NA
"in from the cold",NA,NA,"Crime","Drama","Thriller",NA,"Ami Canaan Mann",NA,"Ivanna Sakhno","Charles Brice"," Cillian O'Sullivan","Anastasia Martin",NA,NA,NA
"in from the cold",NA,NA,"Crime","Drama","Thriller",NA,"Ami Canaan Mann",NA,"Ivanna Sakhno","Charles Brice"," Michael John Treanor","Cillian O'Sullivan",NA,NA,NA
"in from the cold",NA,NA,"Crime","Drama","Thriller",NA,NA,NA,"Ivanna Sakhno","Elena Sanz"," Charles Brice","Cillian O'Sullivan",NA,NA,NA
"in from the cold",NA,NA,"Crime","Drama","Thriller",NA,NA,NA,"Ivanna Sakhno","Charles Brice"," Cillian O'Sullivan","Jade-Eleena Dregorius",NA,NA,NA
"in from the cold",NA,NA,"Crime","Drama","Thriller",NA,NA,NA,"Ivanna Sakhno","Charles Brice"," Cillian O'Sullivan","Jeremy Ang Jones",NA,NA,NA
"in from the cold",NA,NA,"Crime","Drama","Thriller",NA,NA,NA,"Ivanna Sakhno","Charles Brice"," Cillian O'Sullivan","Anastasia Martin",NA,NA,NA
"in from the cold",NA,NA,"Crime","Drama","Thriller",NA,"Birgitte Stærmose",NA,"Ivanna Sakhno","Charles Brice"," Cillian O'Sullivan","Anastasia Martin",NA,NA,NA
"in from the cold",NA,NA,"Crime","Drama","Thriller",NA,"Birgitte Stærmose",NA,"Ivanna Sakhno","Charles Brice"," Cillian O'Sullivan","Anastasia Martin",NA,NA,NA
"vampires",2020,NA,"Drama","Fantasy","Horror",6.6,"Vladimir de Fontenay",NA,"Beatrice Ring","Kate Moran"," Mounir Amamra","Juliette Cardinski",45,37,NA
"vampires",2020,NA,"Drama","Fantasy","Horror",6.5,"Marie Monge",NA,"Oulaya Amamra","Beatrice Ring"," Suzanne Clément","Kate Moran",43,40,NA
"vampires",2020,NA,"Drama","Fantasy","Horror",6.5,"Marie Monge",NA,"Oulaya Amamra","Beatrice Ring"," Suzanne Clément","Kate Moran",41,37,NA
"vampires",2020,NA,"Drama","Fantasy","Horror",6.5,"Marie Monge",NA,"Oulaya Amamra","Beatrice Ring"," Suzanne Clément","Kate Moran",42,42,NA
"the protector",2018,2020,"Action","Fantasy","Sci-Fi",7.1,"Umut Aral",NA,"Çagatay Ulusoy","Okan Yalabik"," Hazar Ergüçlü","Funda Eryigit",208,NA,NA
"avatar: the last airbender",2005,2008,"Animation","Action","Adventure",9.3,"Ethan Spaulding",NA,"Zach Tyler","Mae Whitman"," Jack De Sena","Michaela Jill Murphy",3156,46,NA
"dirty money",2018,NA,"Documentary","Crime",NA,7.4,"Zachary Heinzerling",NA,"Anwar Bin Ibrahim","Mahathir Mohamad"," Ho Kay Tat","Alex Turnbull",302,NA,NA
"dirty money",2018,NA,"Documentary","Crime",NA,8,"Daniel DiMauro","
Morgan Pehme
","Jared Kushner","Aaron Carr"," Ritchie Torres","David Kocieniewski",411,65,NA
"dirty money",2018,NA,"Documentary","Crime",NA,7.8,"Stephen T. Maing",NA,"Juan Ortega","Frank Maderal"," Manuel Calloquispe","Juan Carlos V.",283,NA,NA
"dirty money",2018,NA,"Documentary","Crime",NA,8.5,"Kyoko Miyake",NA,"Rachel Aviv","Fern Finkel"," Lisa Siegel Belanger","John Savanovich",273,NA,NA
"dirty money",2018,NA,"Documentary","Crime",NA,7.6,"Margaret Brown",NA,"Sylvia Varnham O'Regan","Joe Wyatt"," Davis Ford","Y.C. Wang",205,NA,NA
"on my block",2018,NA,"Comedy","Drama",NA,8,"Lauren Iungerich",NA,"Sierra Capri","Jason Genao"," Brett Gray","Diego Tinoco",149,32,NA
"on my block",2018,NA,"Comedy","Drama",NA,8.2,"Valerie Finkel",NA,"Sierra Capri","Jason Genao"," Brett Gray","Diego Tinoco",142,29,NA
"on my block",2018,NA,"Comedy","Drama",NA,8.1,"Jeremy Haft",NA,"Sierra Capri","Jason Genao"," Brett Gray","Diego Tinoco",141,30,NA
"on my block",2018,NA,"Comedy","Drama",NA,8.3,"Ryan Shiraki",NA,"Sierra Capri","Jason Genao"," Brett Gray","Diego Tinoco",141,33,NA
"on my block",2018,NA,"Comedy","Drama",NA,8.2,"Ryan Shiraki",NA,"Sierra Capri","Jason Genao"," Brett Gray","Diego Tinoco",143,31,NA
"on my block",2018,NA,"Comedy","Drama",NA,8.4,"Lauren Iungerich",NA,"Sierra Capri","Jason Genao"," Brett Gray","Diego Tinoco",143,29,NA
"on my block",2018,NA,"Comedy","Drama",NA,8.7,"Lauren Iungerich",NA,"Sierra Capri","Jason Genao"," Brett Gray","Diego Tinoco",202,37,NA
"dynasty",2017,NA,"Drama",NA,NA,8,"Michael A. Allowitz",NA,"Elizabeth Gillies","Daniella Alonso"," Elaine Hendrix","Rafael de la Fuente",166,42,NA
"clickbait",2021,NA,"Crime","Drama","Mystery",NA,NA,NA,"Tade Adepoyibi","Elizabeth Alexander"," Jack Blackwell","Hannah Brooke",NA,NA,NA
"clickbait",2021,NA,"Crime","Drama","Mystery",NA,NA,NA,"Hannah Brooke","Stacey-Lea Clark"," Jessica Collins","Camaron Engels",NA,NA,NA
"the midnight gospel",2020,NA,"Animation","Adventure","Comedy",8,"Pendleton Ward","
Mike L. Mayfield
","Joey Diaz","Phil Hendrie"," Natasha Leggero","David Nichtern",1218,21,NA
"the upshaws",2021,NA,"Comedy",NA,NA,8.3,"Robbie Countryman",NA,"Mike Epps","Kim Fields"," Diamond Lyons","Wanda Sykes",46,NA,NA
"johnny test",2005,NA,"Animation","Action","Adventure",6.1,"Larry Jacobs",NA,"James Arnold Taylor","Louis Chirillo"," Maryke Hendrikse","Ashleigh Ball",24,23,NA
"she",2020,NA,"Crime","Drama",NA,6.7,"Arif Ali","
Avinash Das
","Aditi Sudhir Pohankar","Vijay Varma"," Vishwas Kini","Paritosh Sand",54,NA,NA
"she",2020,NA,"Crime","Drama",NA,6.8,"Arif Ali","
Avinash Das
","Aditi Sudhir Pohankar","Vijay Varma"," Vishwas Kini","Paritosh Sand",49,NA,NA
"she",2020,NA,"Crime","Drama",NA,6.6,"Arif Ali","
Avinash Das
","Aditi Sudhir Pohankar","Vijay Varma"," Vishwas Kini","Paritosh Sand",45,NA,NA
"she",2020,NA,"Crime","Drama",NA,6.4,"Arif Ali","
Avinash Das
","Aditi Sudhir Pohankar","Vijay Varma"," Vishwas Kini","Paritosh Sand",46,NA,NA
"she",2020,NA,"Crime","Drama",NA,6.5,"Arif Ali","
Avinash Das
","Aditi Sudhir Pohankar","Kishore Kumar G."," Vijay Varma","Vishwas Kini",45,NA,NA
"she",2020,NA,"Crime","Drama",NA,7,"Arif Ali","
Avinash Das
","Aditi Sudhir Pohankar","Kishore Kumar G."," Vijay Varma","Vishwas Kini",57,NA,NA
"yasuke",2021,NA,"Animation","Action","Adventure",7,"Lesean Thomas","
Takeru Satoh
","LaKeith Stanfield","Takehiro Hira"," Maya Tanida","Gwendoline Yeo",211,30,NA
"exatlon challenge",2020,NA,"Game-Show","Reality-TV","Sport",4.4,"Mustafa Kazan",NA,"Dilan Ay","Dilara Aydin"," Uras Benlioglu","Öykü Berkan",21,NA,NA
"fatma",2021,NA,"Crime","Drama","Thriller",7.5,"Ozer Feyzioglu","
Ozgur Onurme
","Burcu Biricik","Ugur Yücel"," Mehmet Yilmaz Ak","Gulcin Kultur Sahin",244,NA,NA
"clickbait",2021,NA,"Crime","Drama","Mystery",NA,NA,NA,"Amir Aizenstros","Elizabeth Alexander"," Hannah Brooke","Damian Chakhvorostov",NA,NA,NA
"clickbait",2021,NA,"Crime","Drama","Mystery",NA,NA,NA,"Elizabeth Alexander","Jessica Collins"," Lily Constantine","Blake Draper",NA,NA,NA
"clickbait",2021,NA,"Crime","Drama","Mystery",NA,NA,NA,"Elizabeth Alexander","Hannah Brooke"," Mia Challis","Jessica Collins",NA,NA,NA
"the circle",2020,NA,"Game-Show","Reality-TV",NA,7.2,"Tom Lowry",NA,"Michelle Buteau","Jack Atkins"," Deleesa Carrasquillo","Savannah Palacio",124,58,NA
"7seeds",2019,2020,"Animation","Action","Adventure",7,NA,NA,"Bryson Baugus","Amber Lee Connors"," Justin Doran","Patricia Duran",26,24,NA
"7seeds",2019,2020,"Animation","Action","Adventure",6.7,NA,NA,"Morgan Berry","Clint Bickham"," Caitlynn French","Adam Gibbs",22,24,NA
"7seeds",2019,2020,"Animation","Action","Adventure",6.8,NA,NA,"Morgan Berry","Clint Bickham"," Justin Doran","Patricia Duran",22,24,NA
"7seeds",2019,2020,"Animation","Action","Adventure",7,NA,NA,"Morgan Berry","Clint Bickham"," Shannon Emerick","Caitlynn French",23,24,NA
"7seeds",2019,2020,"Animation","Action","Adventure",6.8,NA,NA,"Morgan Berry","Shelley Calene-Black"," Amber Lee Connors","Caitlynn French",22,24,NA
"7seeds",2019,2020,"Animation","Action","Adventure",6.7,NA,NA,"Christine M. Auten","Morgan Berry"," Clint Bickham","Amber Lee Connors",21,24,NA
"7seeds",2019,2020,"Animation","Action","Adventure",6.8,NA,NA,"Christine M. Auten","Morgan Berry"," Clint Bickham","Marty Fleck",22,24,NA
"7seeds",2019,2020,"Animation","Action","Adventure",6.7,NA,NA,"Morgan Berry","Amber Lee Connors"," Shannon Emerick","Marty Fleck",21,24,NA
"7seeds",2019,2020,"Animation","Action","Adventure",7.1,NA,NA,"Morgan Berry","Amber Lee Connors"," Shannon Emerick","Caitlynn French",23,25,NA
"7seeds",2019,2020,"Animation","Action","Adventure",6.8,NA,NA,"Amber Lee Connors","Elissa Cuellar"," Shannon Emerick","Adam Gibbs",24,24,NA
"7seeds",2019,2020,"Animation","Action","Adventure",7.8,NA,NA,"Morgan Berry","Amber Lee Connors"," Elissa Cuellar","Caitlynn French",26,24,NA
"7seeds",2019,2020,"Animation","Action","Adventure",7.8,NA,NA,"Morgan Berry","Clint Bickham"," Amber Lee Connors","Caitlynn French",26,24,NA
"dynasty",2017,NA,"Drama",NA,NA,7.9,"Pascal Verschooris",NA,"Elizabeth Gillies","Daniella Alonso"," Elaine Hendrix","Rafael de la Fuente",163,42,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9,"Roy Burdine","
Mandy Clotworthy
","Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",1047,24,NA
"avatar: the last airbender",2005,2008,"Animation","Action","Adventure",8.7,"Giancarlo Volpe",NA,"Zach Tyler","Mae Whitman"," Jack De Sena","Michaela Jill Murphy",3246,25,NA
"avatar: the last airbender",2005,2008,"Animation","Action","Adventure",9.2,"Ethan Spaulding",NA,"Zach Tyler","Mae Whitman"," Jack De Sena","Michaela Jill Murphy",3465,92,NA
"avatar: the last airbender",2005,2008,"Animation","Action","Adventure",9.5,"Giancarlo Volpe",NA,"Zach Tyler","Mae Whitman"," Jack De Sena","Michaela Jill Murphy",3845,92,NA
"avatar: the last airbender",2005,2008,"Animation","Action","Adventure",9.8,"Joaquim Dos Santos",NA,"Zach Tyler","Mae Whitman"," Jack De Sena","Michaela Jill Murphy",5283,92,NA
"avatar: the last airbender",2005,2008,"Animation","Action","Adventure",9.9,"Joaquim Dos Santos",NA,"Zach Tyler","Mae Whitman"," Jack De Sena","Michaela Jill Murphy",8813,92,NA
"dynasty",2017,NA,"Drama",NA,NA,7.6,"Elodie Keene",NA,"Elizabeth Gillies","Daniella Alonso"," Elaine Hendrix","Rafael de la Fuente",166,42,NA
"locke & key",2020,NA,"Drama","Fantasy","Horror",NA,NA,NA,"Darby Stanchfield","Emilia Jones"," Connor Jessup","Jackson Robert Scott",NA,NA,NA
"riverdale",2017,NA,"Crime","Drama","Mystery",7.4,"Mädchen Amick",NA,"K.J. Apa","Lili Reinhart"," Camila Mendes","Cole Sprouse",821,41,NA
"top boy",2011,NA,"Crime","Drama","Thriller",NA,NA,NA,"Ashley Walters","Kano"," Micheal Ward","Little Simz",NA,NA,NA
"valeria",2020,NA,"Comedy","Drama","Romance",7.5,"Nely Reguera",NA,"Diana Gómez","Silma López"," Paula Malia","Teresa Riott",68,NA,NA
"valeria",2020,NA,"Comedy","Drama","Romance",7.2,"Nely Reguera",NA,"Diana Gómez","Silma López"," Paula Malia","Teresa Riott",64,NA,NA
"valeria",2020,NA,"Comedy","Drama","Romance",7.8,"Inma Torrente",NA,"Diana Gómez","Silma López"," Paula Malia","Teresa Riott",65,NA,NA
"the upshaws",2021,NA,"Comedy",NA,NA,8,"Sheldon Epps",NA,"Mike Epps","Kim Fields"," Diamond Lyons","Khali Spraggins",48,NA,NA
"wwe's the bump",2019,NA,"Talk-Show","Sport",NA,NA,NA,NA,"Kayla Becker","Matt Camp"," Evan Mack","Ryan Pappolla",NA,90,NA
"sky rojo",2021,NA,"Action","Adventure","Crime",6.6,"Óscar Pedraza","
David Victori
","Verónica Sánchez","Miguel Ángel Silvestre"," Asier Etxeandia","Lali Espósito",255,32,NA
"sky rojo",2021,NA,"Action","Adventure","Crime",6.6,"David Victori",NA,"Verónica Sánchez","Miguel Ángel Silvestre"," Asier Etxeandia","Lali Espósito",109,NA,NA
"sky rojo",2021,NA,"Action","Adventure","Crime",7.5,"David Victori",NA,"Verónica Sánchez","Miguel Ángel Silvestre"," Asier Etxeandia","Lali Espósito",78,NA,NA
"too hot to handle",2020,NA,"Game-Show","Reality-TV","Romance",5.1,NA,NA,"Chloe Veitch","David Birtwistle"," Francesca Farago","Haley Cureton",353,41,NA
"too hot to handle",2020,NA,"Game-Show","Reality-TV","Romance",5.1,NA,NA,"Chloe Veitch","David Birtwistle"," Francesca Farago","Haley Cureton",303,36,NA
"too hot to handle",2020,NA,"Game-Show","Reality-TV","Romance",5.1,NA,NA,"Bryce Hirschberg","Chloe Veitch"," David Birtwistle","Francesca Farago",289,38,NA
"too hot to handle",2020,NA,"Game-Show","Reality-TV","Romance",5,NA,NA,"Bryce Hirschberg","Chloe Veitch"," David Birtwistle","Francesca Farago",278,42,NA
"too hot to handle",2020,NA,"Game-Show","Reality-TV","Romance",5,NA,NA,"Bryce Hirschberg","Chloe Veitch"," David Birtwistle","Francesca Farago",272,42,NA
"too hot to handle",2020,NA,"Game-Show","Reality-TV","Romance",4.8,NA,NA,"Bryce Hirschberg","Chloe Veitch"," David Birtwistle","Francesca Farago",265,38,NA
"too hot to handle",2020,NA,"Game-Show","Reality-TV","Romance",4.8,NA,NA,"Bryce Hirschberg","Chloe Veitch"," David Birtwistle","Francesca Farago",262,43,NA
"too hot to handle",2020,NA,"Game-Show","Reality-TV","Romance",4.8,NA,NA,"Bryce Hirschberg","Chloe Veitch"," David Birtwistle","Francesca Farago",269,43,NA
"dynasty",2017,NA,"Drama",NA,NA,7.6,"Jeffrey W. Byrd",NA,"Elizabeth Gillies","Daniella Alonso"," Elaine Hendrix","Rafael de la Fuente",178,42,NA
"dynasty",2017,NA,"Drama",NA,NA,8,"Gina Lamar",NA,"Elizabeth Gillies","Daniella Alonso"," Elaine Hendrix","Rafael de la Fuente",194,42,NA
"the midnight gospel",2020,NA,"Animation","Adventure","Comedy",7.7,"Pendleton Ward","
Mike L. Mayfield
","Phil Hendrie","Anne Lamott"," Raghu Markus","Christina Pazsitzky",955,19,NA
"the midnight gospel",2020,NA,"Animation","Adventure","Comedy",8.1,"Pendleton Ward","
Mike L. Mayfield
","Joey Diaz","Damien Wayne Echols"," Phil Hendrie","Doug Lussenhop",842,25,NA
"the midnight gospel",2020,NA,"Animation","Adventure","Comedy",8.2,"Pendleton Ward","
Mike L. Mayfield
","Maria Bamford","Trudy Goodman"," Phil Hendrie","Doug Lussenhop",755,26,NA
"the midnight gospel",2020,NA,"Animation","Adventure","Comedy",9.2,"Pendleton Ward","
Mike L. Mayfield
","Phil Hendrie","Jason Louv"," Eddie Pepitone","Drew Pinsky",997,24,NA
"the midnight gospel",2020,NA,"Animation","Adventure","Comedy",8.1,"Pendleton Ward","
Mike L. Mayfield
","Phil Hendrie","Savannah Judy"," Steve Little","David Nichtern",630,26,NA
"the midnight gospel",2020,NA,"Animation","Adventure","Comedy",8.4,"Pendleton Ward","
Mike L. Mayfield
","Maria Bamford","Joey Diaz"," Caitlin Doughty","Phil Hendrie",653,24,NA
"the midnight gospel",2020,NA,"Animation","Adventure","Comedy",9.7,"Pendleton Ward","
Mike L. Mayfield
","Joey Diaz","Deneen Fendig"," Phil Hendrie","Steve Little",1731,36,NA
"a suitable boy",2020,NA,"Drama","Romance",NA,6.1,"Mira Nair",NA,"Mahira Kakkar","Vivek Gomber"," Tanya Maniktala","Danesh Razvi",136,NA,NA
"a suitable boy",2020,NA,"Drama","Romance",NA,6.2,"Mira Nair",NA,"Ishaan Khattar","Jeevan Singh Rawat"," Aamir Bashir","Shubham Saraf",121,58,NA
"middleditch & schwartz",2020,NA,"Comedy",NA,NA,9.1,"Ryan Polito",NA,"Thomas Middleditch","Ben Schwartz",NA,NA,513,52,NA
"middleditch & schwartz",2020,NA,"Comedy",NA,NA,8.4,"Ryan Polito",NA,"Thomas Middleditch","Ben Schwartz",NA,NA,375,51,NA
"middleditch & schwartz",2020,NA,"Comedy",NA,NA,8.9,"Ryan Polito",NA,"Thomas Middleditch","Ben Schwartz",NA,NA,338,51,NA
"into the night",2020,NA,"Drama","Sci-Fi","Thriller",7.5,"Inti Calfat","
Dirk Verheye
","Pauline Etienne","Laurent Capelluto"," Stefano Cassetti","Mehmet Kurtulus",969,40,NA
"halston",2021,NA,"Biography","Drama",NA,8,"Daniel Minahan",NA,"Ewan McGregor","Bill Pullman"," Rebecca Dayan","David Pittu",471,45,NA
"halston",2021,NA,"Biography","Drama",NA,8.1,"Daniel Minahan",NA,"Ewan McGregor","Bill Pullman"," Rebecca Dayan","David Pittu",460,44,NA
"halston",2021,NA,"Biography","Drama",NA,7.9,"Daniel Minahan",NA,"Ewan McGregor","Bill Pullman"," Rebecca Dayan","David Pittu",423,49,NA
"halston",2021,NA,"Biography","Drama",NA,8.1,"Daniel Minahan",NA,"Ewan McGregor","Rebecca Dayan"," David Pittu","Krysta Rodriguez",427,53,NA
"the upshaws",2021,NA,"Comedy",NA,NA,7.9,"Ken Whittingham",NA,"Mike Epps","Kim Fields"," Diamond Lyons","Khali Spraggins",54,NA,NA
"into the night",2020,NA,"Drama","Sci-Fi","Thriller",7.3,"Inti Calfat","
Dirk Verheye
","Pauline Etienne","Laurent Capelluto"," Stefano Cassetti","Mehmet Kurtulus",854,38,NA
"into the night",2020,NA,"Drama","Sci-Fi","Thriller",7.2,"Inti Calfat","
Dirk Verheye
","Pauline Etienne","Laurent Capelluto"," Stefano Cassetti","Mehmet Kurtulus",799,35,NA
"into the night",2020,NA,"Drama","Sci-Fi","Thriller",7.6,"Inti Calfat","
Dirk Verheye
","Pauline Etienne","Laurent Capelluto"," Stefano Cassetti","Mehmet Kurtulus",847,37,NA
"into the night",2020,NA,"Drama","Sci-Fi","Thriller",7.4,"Inti Calfat","
Dirk Verheye
","Pauline Etienne","Laurent Capelluto"," Stefano Cassetti","Mehmet Kurtulus",746,37,NA
"into the night",2020,NA,"Drama","Sci-Fi","Thriller",7.7,"Inti Calfat","
Dirk Verheye
","Pauline Etienne","Laurent Capelluto"," Stefano Cassetti","Mehmet Kurtulus",836,37,NA
"trailer park boys: the animated series",2019,2020,"Animation","Comedy",NA,8.4,"Norm Hiscock","
Gary Howsam","John Paul Tremblay","Robb Wells"," Mike Smith","John Dunsworth",95,25,NA
"entertainment tonight canada",2005,NA,"Biography","Family","News",NA,NA,NA,"Carlos Bustamante","Cheryl Hickey"," Sangita Patel","Sam Hargrave",NA,NA,NA
"queen sono",2020,2021,"Action","Crime","Drama",NA,"Kagiso Lediga",NA,"Pearl Thusi","Vuyo Dabula"," Sechaba Morojele","Chi Mhende",NA,NA,NA
"carmen sandiego",2019,2021,"Animation","Action","Adventure",8.3,"Jos Humphrey","
Kevin Dart
","Gina Rodriguez","Finn Wolfhard"," Abby Trott","Michael Hawley",94,NA,NA
"trailer park boys: the animated series",2019,2020,"Animation","Comedy",NA,8,"Norm Hiscock","
Gary Howsam","John Paul Tremblay","Robb Wells"," Mike Smith","Patrick Roach",89,26,NA
"baahubali: before the beginning",NA,NA,"Action","Adventure","Drama",NA,NA,NA,"Snigdha Akolkar","Bijay Anand"," Mrunal Thakur",NA,NA,NA,NA
"entertainment tonight canada",2005,NA,"Biography","Family","News",NA,NA,NA,"Carlos Bustamante","Cheryl Hickey"," Sangita Patel","Roz Weston",NA,NA,NA
"the hollow",2018,2020,"Animation","Drama","Family",7.4,"Josh Mepham",NA,"Ashleigh Ball","Connor Parnall"," Adrian Petriw","Austin A.J. Abell",54,NA,NA
"the hollow",2018,2020,"Animation","Drama","Family",7.8,"Greg Sullivan",NA,"Ashleigh Ball","Connor Parnall"," Adrian Petriw","Mark Hildreth",50,NA,NA
"the hollow",2018,2020,"Animation","Drama","Family",7.9,"Josh Mepham",NA,"Ashleigh Ball","Connor Parnall"," Adrian Petriw","Jesse Moss",46,NA,NA
"the hollow",2018,2020,"Animation","Drama","Family",8,"Greg Sullivan",NA,"Ashleigh Ball","Connor Parnall"," Adrian Petriw","Alex Barima",50,NA,NA
"the hollow",2018,2020,"Animation","Drama","Family",8,"Josh Mepham",NA,"Ashleigh Ball","Connor Parnall"," Adrian Petriw","Alex Barima",50,NA,NA
"the hollow",2018,2020,"Animation","Drama","Family",7.9,"Greg Sullivan",NA,"Ashleigh Ball","Connor Parnall"," Adrian Petriw","Alex Barima",49,NA,NA
"the hollow",2018,2020,"Animation","Drama","Family",7.9,"Josh Mepham",NA,"Ashleigh Ball","Connor Parnall"," Adrian Petriw","Mark Hildreth",47,NA,NA
"the hollow",2018,2020,"Animation","Drama","Family",8,"Greg Sullivan",NA,"Ashleigh Ball","Connor Parnall"," Adrian Petriw","Mark Hildreth",45,NA,NA
"the hollow",2018,2020,"Animation","Drama","Family",7.9,"Josh Mepham",NA,"Ashleigh Ball","Connor Parnall"," Adrian Petriw","Mark Hildreth",59,NA,NA
"magic for humans",2018,NA,"Comedy","Reality-TV",NA,7.9,"Adam Franklin","
Dave Paige
","Justin Willman","Griffin Arnlund"," Dytto","Andrew Lowe",66,NA,NA
"magic for humans",2018,NA,"Comedy","Reality-TV",NA,7.5,"Adam Franklin","
Dave Paige
","Justin Willman","Lamar Bell"," Noah Arrue","Marina Cerochi",52,NA,NA
"magic for humans",2018,NA,"Comedy","Reality-TV",NA,7.9,"Dave Paige",NA,"Justin Willman","Teresa Baker"," Kristi Labrenz Galvan","Shaina Thompson",50,NA,NA
"magic for humans",2018,NA,"Comedy","Reality-TV",NA,7.7,"Dave Paige",NA,"Star: Justin Willman",NA,NA,NA,44,NA,NA
"magic for humans",2018,NA,"Comedy","Reality-TV",NA,8,"Dave Paige",NA,"Justin Willman","Jaden Joyner"," Juan Pedro Semidey Andrade","Mateo Ray Garcia",43,NA,NA
"magic for humans",2018,NA,"Comedy","Reality-TV",NA,7.4,"Adam Franklin","
Dave Paige
","Justin Willman","Becki Kilborn"," Bobby Kilborn","Chandler Bolnick",43,NA,NA
"magic for humans",2018,NA,"Comedy","Reality-TV",NA,7.7,"Adam Franklin","
Dave Paige
","Justin Willman","Jennifer Dezell"," Bodhi Dell","Nyjo Brennen",41,NA,NA
"too hot to handle",2020,NA,"Game-Show","Reality-TV","Romance",3.8,NA,NA,"David Birtwistle","Desiree Burch"," Lydia Clyma","Haley Cureton",155,41,NA
"the woods",2020,NA,"Crime","Drama","Mystery",6.9,"Leszek Dawid",NA,"Grzegorz Damiecki","Agnieszka Grochowska"," Hubert Milkowski","Wiktoria Filus",222,NA,NA
"jeffrey epstein: filthy rich",2020,NA,"Documentary","Crime",NA,7.4,"Lisa Bryant",NA,"Jeffrey Epstein","Vicky Ward"," Ghislaine Maxwell","Maria Farmer",828,57,NA
"jeffrey epstein: filthy rich",2020,NA,"Documentary","Crime",NA,7.5,"Lisa Bryant",NA,"Jeffrey Epstein","Michael Reiter"," Sigrid McCawley","Marc Fisher",729,58,NA
"jeffrey epstein: filthy rich",2020,NA,"Documentary","Crime",NA,7.5,"Lisa Bryant",NA,"Jeffrey Epstein","Michael Reiter"," Spencer Kuvin","Jane Musgrave",682,55,NA
"jeffrey epstein: filthy rich",2020,NA,"Documentary","Crime",NA,7.5,"Lisa Bryant",NA,"Jeffrey Epstein","Virginia Roberts Giuffre"," Sigrid McCawley","Ghislaine Maxwell",646,57,NA
"ju-on: origins",2020,NA,"Drama","Horror","Mystery",6.5,"Shô Miyake",NA,"Yoshiyoshi Arakawa","Yuina Kuroshima"," Ririka","Koki Osamura",346,28,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.2,"Roy Burdine","
Jen Bennett
","Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",1009,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.5,"Roy Burdine","
Christina Manrique
","Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",1101,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.1,"Roy Burdine","
Mandy Clotworthy
","Aimee Carrero","Karen Fukuhara"," Marcus Scribner","Lauren Ash",993,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.7,"Roy Burdine","
Jen Bennett
","Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",1262,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.2,"Roy Burdine","
Mandy Clotworthy
","Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",1025,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9,"Roy Burdine","
Christina Manrique
","Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",1001,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.4,"Roy Burdine","
Jen Bennett
","Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",1045,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.2,"Roy Burdine","
Christina Manrique
","Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",989,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.3,"Roy Burdine","
Mandy Clotworthy
","Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",996,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.5,"Roy Burdine","
Mandy Clotworthy
","Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",1044,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.6,"Jen Bennett","
Roy Burdine
","Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",1186,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.7,"Christina Manrique","
Roy Burdine
","Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",1434,24,NA
"trailer park boys: the animated series",2019,2020,"Animation","Comedy",NA,8.2,"Norm Hiscock","
Gary Howsam","John Paul Tremblay","Robb Wells"," Mike Smith","Patrick Roach",82,26,NA
"trailer park boys: the animated series",2019,2020,"Animation","Comedy",NA,8.4,"Norm Hiscock","
Gary Howsam","John Paul Tremblay","Robb Wells"," Mike Smith","Patrick Roach",80,25,NA
"trailer park boys: the animated series",2019,2020,"Animation","Comedy",NA,8.2,"Norm Hiscock","
Gary Howsam","John Paul Tremblay","Robb Wells"," Mike Smith","Patrick Roach",80,23,NA
